accountlogontype,accountrunlevel,certificateissuer,certificatesubject,comment,creator,description,execarguments,execprogrampath,hostname,name,signatureexists,signatureverified,virtualpath
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task performs steps necessary to configure Enterprise Data Protection.,Microsoft Corporation,,,,NL0000AHL,EDP Policy Manager,,,\Microsoft\Windows\AppID\EDP Policy Manager
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Verifies AppUriHandler host registrations.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\AppHostRegistrationVerifier.exe,NL0000AHL,appuriverifierdaily,true,true,\Microsoft\Windows\ApplicationData\appuriverifierdaily
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Validates the Windows Recovery Environment.,Microsoft Corporation,,,,NL0000AHL,VerifyWinRE,,,\Microsoft\Windows\RecoveryEnvironment\VerifyWinRE
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task applies color calibration settings.,Microsoft Corporation,,,,NL0000AHL,Calibration Loader,,,\Microsoft\Windows\WindowsColorSystem\Calibration Loader
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task analyzes the system looking for conditions that may cause high energy use.,Microsoft Corporation,,,,NL0000AHL,AnalyzeSystem,,,\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Scans startup entries and raises notification to the user if there are too many startup entries.,Microsoft Corporation,The file is signed and the signature was verified.,Startupscan.dll SusRunTask,%windir%\system32\rundll32.exe,NL0000AHL,StartupAppTask,true,true,\Microsoft\Windows\Application Experience\StartupAppTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Periodic maintenance task.,,The file is signed and the signature was verified.,-IdleTask -TaskName WdCacheMaintenance,%ProgramFiles%\Windows Defender\MpCmdRun.exe,NL0000AHL,Windows Defender Cache Maintenance,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Cache Maintenance
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,NL0000AHL,.NET Framework NGEN v4.0.30319,,,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Cleans up each package's unused temporary files.,Microsoft Corporation,The file is signed and the signature was verified.,Windows.Storage.ApplicationData.dll CleanupTemporaryState,%windir%\system32\rundll32.exe,NL0000AHL,CleanupTemporaryState,true,true,\Microsoft\Windows\ApplicationData\CleanupTemporaryState
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task is used to start the Windows Update service when needed to perform scheduled operations such as scans.,Microsoft Corporation.,The file is signed and the signature was verified.,start wuauserv,C:\Windows\system32\sc.exe,NL0000AHL,Scheduled Start,true,true,\Microsoft\Windows\WindowsUpdate\Scheduled Start
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Task that collects data for SmartScreen in Windows,Microsoft Corporation,,,,NL0000AHL,SmartScreenSpecific,,,\Microsoft\Windows\AppID\SmartScreenSpecific
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,The major version number of the operating system.,The file is signed and the signature was verified.,/B /nologo %systemroot%\system32\calluxxprovider.vbs $(Arg0) $(Arg1) $(Arg2),%systemroot%\system32\cscript.exe,NL0000AHL,CleanupOldPerfLogs,true,true,\Microsoft\Windows\Server Manager\CleanupOldPerfLogs
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,XblGameSave Standby Task,Microsoft,The file is signed and the signature was verified.,standby,%windir%\System32\XblGameSaveTask.exe,NL0000AHL,XblGameSaveTask,true,true,\Microsoft\XblGameSave\XblGameSaveTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.,Microsoft Corporation,The file is signed and the signature was verified.,-c -h -g -# -m 8 -i 13500,%windir%\system32\defrag.exe,NL0000AHL,Storage Tiers Optimization,true,true,\Microsoft\Windows\Storage Tiers Management\Storage Tiers Optimization
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Network information collector,Microsoft,The file is signed and the signature was verified.,,%windir%\system32\gatherNetworkInfo.vbs,NL0000AHL,GatherNetworkInfo,true,true,\Microsoft\Windows\NetTrace\GatherNetworkInfo
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Register this computer if the computer is already joined to an Active Directory domain.,,The file is signed and the signature was verified.,,%SystemRoot%\System32\dsregcmd.exe,NL0000AHL,Automatic-Device-Join,true,true,\Microsoft\Windows\Workplace Join\Automatic-Device-Join
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,$(@%SystemRoot%\system32\ErrorDetailsUpdate.dll -601),$(@%systemroot%\system32\ErrorDetailsUpdate.dll -600),,,,NL0000AHL,ErrorDetailsUpdate,,,\Microsoft\Windows\ErrorDetails\ErrorDetailsUpdate
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Periodic scan task.,,The file is signed and the signature was verified.,Scan -ScheduleJob,%ProgramFiles%\Windows Defender\MpCmdRun.exe,NL0000AHL,Windows Defender Scheduled Scan,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Scheduled Scan
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails.,Microsoft Corporation,,,,NL0000AHL,AD RMS Rights Policy Template Management (Manual),,,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down.,Microsoft Corporation,,,,NL0000AHL,MobilityManager,,,\Microsoft\Windows\Ras\MobilityManager
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task enrolls a certificate for Attestation Identity Key.,Microsoft Corporation,,,,NL0000AHL,AikCertEnrollTask,,,\Microsoft\Windows\CertificateServicesClient\AikCertEnrollTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This boot task launches the SIH client to finish executing healing actions to fix the system components vital to automatic updating of Windows and Microsoft software installed on the machine.  It is enabled only when the daily SIH client task fails to complete execution of applicable healing actions.  This boot task never goes online and does not evaluate applicability of healing actions.,Microsoft Corporation.,The file is signed and the signature was verified.,/boot,%systemroot%\System32\sihclient.exe,NL0000AHL,sihboot,true,true,\Microsoft\Windows\WindowsUpdate\sihboot
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program.,Microsoft Corporation,The file is signed and the signature was verified.,/d acproxy.dll PerformAutochkOperations,%windir%\system32\rundll32.exe,NL0000AHL,Proxy,true,true,\Microsoft\Windows\Autochk\Proxy
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Initializes the Storage Tiers Management service when the first tiered storage space is detected on the system. Do not remove or modify this task.,Microsoft Corporation,,,,NL0000AHL,Storage Tiers Management Initialization,,,\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Install language components that match the user's language list.,Microsoft Corporation,,,,NL0000AHL,Installation,,,\Microsoft\Windows\LanguageComponentsInstaller\Installation
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Location Notification,,The file is signed and the signature was verified.,,%windir%\System32\WindowsActionDialog.exe,NL0000AHL,WindowsActionDialog,true,true,\Microsoft\Windows\Location\WindowsActionDialog
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task checks for updates to maps which you have downloaded for offline use. Disabling this task will prevent Windows from notifying you of updated maps.,Microsoft Corporation,,,,NL0000AHL,MapsUpdateTask,,,\Microsoft\Windows\Maps\MapsUpdateTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Windows keeps copies of all previously installed device driver packages from Windows Update and other sources  even after installing newer versions of drivers. This task will remove older versions of drivers that are no longer needed. The most current version of each driver package will be kept. This task will also remove state used by devices that have not been detected on this system for a long period of time.,Microsoft Corporation,,,,NL0000AHL,Plug and Play Cleanup,,,\Microsoft\Windows\Plug and Play\Plug and Play Cleanup
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Task for launching Initial Configuration Tasks or Server Manager at logon.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\ServerManagerLauncher.exe,NL0000AHL,ServerManager,true,true,\Microsoft\Windows\Server Manager\ServerManager
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,NL0000AHL,BackupTask,,,\Microsoft\Windows\SettingSync\BackupTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,StartInstall,%systemroot%\system32\usoclient.exe,NL0000AHL,Policy Install,true,true,\Microsoft\Windows\UpdateOrchestrator\Policy Install
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,-z,%windir%\system32\disksnapshot.exe,NL0000AHL,Diagnostics,true,true,\Microsoft\Windows\DiskFootprint\Diagnostics
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task synchronizes cryptographic policy.,Microsoft Corporation,,,,NL0000AHL,CryptoPolicyTask,,,\Microsoft\Windows\CertificateServicesClient\CryptoPolicyTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Uninstall language components that are not in any user's language list.,Microsoft Corporation,,,,NL0000AHL,Uninstallation,,,\Microsoft\Windows\LanguageComponentsInstaller\Uninstallation
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Device Installation Group Policy Change Handler,Microsoft Corporation,,,,NL0000AHL,Device Install Group Policy,,,\Microsoft\Windows\Plug and Play\Device Install Group Policy
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task triggers a system reboot following update installation.,Microsoft Corporation,The file is signed and the signature was verified.,,%systemroot%\system32\MusNotification.exe,NL0000AHL,Reboot,true,true,\Microsoft\Windows\UpdateOrchestrator\Reboot
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,The Kernel CEIP (Customer Experience Improvement Program) task collects additional information about the system and sends this data to Microsoft.  If the user has not consented to participate in Windows CEIP  this task does nothing.,Microsoft Corporation,,,,NL0000AHL,KernelCeipTask,,,\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Automatically updates the user's Windows store applications.,Microsoft Corporation,,,,NL0000AHL,Automatic App Update,,,\Microsoft\Windows\WindowsUpdate\Automatic App Update
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,,Avast Emergency Update,The file is signed and the signature was verified.,,C:\Program Files\AVAST Software\Avast\AvEmUpdate.exe,NL0000AHL,Avast Emergency Update,true,true,\Avast Emergency Update
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Launch language cleanup tool,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\lpremove.exe,NL0000AHL,LPRemove,true,true,\Microsoft\Windows\MUI\LPRemove
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task initiates synchronization of Offline Files when a user logs onto the system.,Microsoft Corporation,,,,NL0000AHL,Logon Synchronization,,,\Microsoft\Windows\Offline Files\Logon Synchronization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Certificate Services Client automatically manages digital identities such as Certificates  Keys and Credentials for the users and the machine  enabling enrollment  roaming and other services.,Microsoft Corporation,,,,NL0000AHL,SystemTask,,,\Microsoft\Windows\CertificateServicesClient\SystemTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,NTFS Volume Health Scan,Microsoft Corporation,,,,NL0000AHL,ProactiveScan,,,\Microsoft\Windows\Chkdsk\ProactiveScan
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Exchanges temporary preinstalled licenses for Windows Store licenses.,Microsoft Corporation,,,,NL0000AHL,TempSignedLicenseExchange,,,\Microsoft\Windows\License Manager\TempSignedLicenseExchange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,,%windir%\system32\speech_onecore\common\SpeechModelDownload.exe,NL0000AHL,SpeechModelDownloadTask,true,true,\Microsoft\Windows\Speech\SpeechModelDownloadTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task downloads settings for Windows Updates.,Microsoft Corporation,The file is signed and the signature was verified.,RefreshSettings,%systemroot%\system32\usoclient.exe,NL0000AHL,Refresh Settings,true,true,\Microsoft\Windows\UpdateOrchestrator\Refresh Settings
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Converts the software restriction policies policy from XML into binary format.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidpolicyconverter.exe,NL0000AHL,PolicyConverter,true,true,\Microsoft\Windows\AppID\PolicyConverter
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case  it fails silently.,Microsoft Corporation,,,,NL0000AHL,AD RMS Rights Policy Template Management (Automated),,,\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This daily task launches the SIH client (server-initiated healing) to detect and fix system components that are vital to automatic updating of Windows and Microsoft software installed on the machine.  This task can go online  evaluate applicability of healing actions  download necessary payloads to execute the actions  and execute healing actions.,Microsoft Corporation.,The file is signed and the signature was verified.,,%systemroot%\System32\sihclient.exe,NL0000AHL,sih,true,true,\Microsoft\Windows\WindowsUpdate\sih
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,NL0000AHL,NetworkStateChangeTask,,,\Microsoft\Windows\SettingSync\NetworkStateChangeTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,,,,,,NL0000AHL,StartComponentCleanup,,,\Microsoft\Windows\Servicing\StartComponentCleanup
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Updates timezone information. If this task is stopped  local time may not be accurate for some time zones.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\tzsync.exe,NL0000AHL,SynchronizeTimeZone,true,true,\Microsoft\Windows\Time Zone\SynchronizeTimeZone
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Generalize driver state in order to prepare the system to be bootable on any hardware configuration.,Microsoft Corporation,The file is signed and the signature was verified.,6,%SystemRoot%\System32\drvinst.exe,NL0000AHL,Sysprep Generalize Drivers,true,true,\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Periodic cleanup task.,,The file is signed and the signature was verified.,-IdleTask -TaskName WdCleanup,%ProgramFiles%\Windows Defender\MpCmdRun.exe,NL0000AHL,Windows Defender Cleanup,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Cleanup
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Verifies AppUriHandler host registrations.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\AppHostRegistrationVerifier.exe,NL0000AHL,appuriverifierinstall,true,true,\Microsoft\Windows\ApplicationData\appuriverifierinstall
